time point,time step size,N strains,N haplotypes usable,site 1,site 2,number of polymoprhisms at site 1,number of polymoprhisms at site 2,minor allele freq site 1,minor allele freq site 2,D,|D'|,Chi,ChiSqDf
1980,40,1603,1603,10,6,2,2,0.00249532127261,0.000623830318153,-1.55665706336e-06,0.999999999982,0.00250312500244,1.56152526665e-06
1980,40,1603,1603,10,8,2,2,0.00249532127261,0.00249532127261,-6.22662825356e-06,1.0,0.010031285188,6.25781983033e-06
1980,40,1603,1603,10,9,2,4,0.00249532127261,0.000623830318153,NaN,NaN,0.139793633125,2.90691688761e-05
1980,40,1603,1603,10,10,2,3,0.00249532127261,0.000623830318153,NaN,NaN,0.0251726695161,7.85173721649e-06
1980,40,1603,1603,10,11,2,4,0.00249532127261,0.000623830318153,NaN,NaN,0.0150657717742,3.13282839972e-06
1980,40,1603,1603,10,12,2,2,0.00249532127261,0.000623830318153,-1.55665706336e-06,0.999999999982,0.00250312500244,1.56152526665e-06
1980,40,1603,1603,10,13,2,3,0.00249532127261,0.000623830318153,NaN,NaN,0.00751876172608,2.34521575985e-06
1980,40,1603,1603,10,14,2,4,0.00249532127261,0.000623830318153,NaN,NaN,0.0150657717742,3.13282839972e-06
1980,40,1603,1603,10,15,2,2,0.00249532127261,0.00124766063631,-3.11331412683e-06,1.00000000002,0.00500937695679,3.1250012207e-06
1980,40,1603,1603,10,17,2,6,0.00249532127261,0.000623830318153,NaN,NaN,11.629993807,0.00145102854734
1980,40,1603,1603,10,18,2,5,0.00249532127261,0.000623830318153,NaN,NaN,0.0226411896394,3.53106513403e-06
1980,40,1603,1603,10,21,2,4,0.00249532127261,0.000623830318153,NaN,NaN,0.115821746743,2.40843723733e-05
1980,40,1603,1603,10,22,2,4,0.00249532127261,0.000623830318153,NaN,NaN,0.0404285444628,8.40685058491e-06
1980,40,1603,1603,10,23,2,2,0.00249532127261,0.00686213349969,-1.71232276973e-05,1.0,0.0277073296438,1.72846722669e-05
