NA site,NA site,N alleles NA,N alleles NA,Chi,ChiSqDf
26,27,2,2,0.847926267281,0.000548873615884
26,34,2,2,0.258064516129,0.000154320987654
26,35,2,2,0.147465437788,8.69414014954e-05
26,39,2,2,3.94470046083,0.163974105583
26,44,2,3,0.626728110599,0.000196759259259
26,45,2,3,0.350230414747,0.000105979473449
26,47,2,2,0.0552995391705,3.22248002062e-05
26,48,2,2,0.0552995391705,3.22248002062e-05
26,50,2,4,0.276497695853,5.52461769646e-05
26,51,2,3,1.12442396313,0.000378562208321
26,52,2,2,0.0552995391705,3.22248002062e-05
26,53,2,3,0.36866359447,0.000111826802648
26,59,2,3,0.0737327188941,2.1533161068e-05
26,61,2,2,3.46543778802,0.0139318543746
26,68,2,2,0.387096774194,0.000235404896422
26,69,2,2,0.239631336406,0.000142957684525
26,71,2,2,3.41013824885,0.0123172476737
26,76,2,2,0.036866359447,2.14334705075e-05
26,89,2,2,0.534562211982,0.00033150434385
26,95,2,2,0.036866359447,2.14334705075e-05
26,121,2,2,0.0552995391705,3.22248002062e-05
26,126,2,3,0.921658986175,0.000267050543643
26,129,2,2,0.036866359447,2.14334705075e-05
26,133,2,2,0.0552995391705,3.22248002062e-05
26,148,2,2,0.036866359447,2.14334705075e-05
26,149,2,2,0.294930875576,2.53066253536e-05
26,154,2,2,0.036866359447,2.14334705075e-05
26,158,2,2,0.036866359447,2.14334705075e-05
26,170,2,2,0.0552995391705,3.22248002062e-05
26,187,2,2,1.51152073733,0.000771203508724
26,192,2,2,0.036866359447,2.14334705075e-05
26,199,2,2,0.0184331797235,9.8318672053e-08
26,200,2,3,0.645161290323,0.000203053931124
26,203,2,2,3.39170506912,0.0118446868239
26,205,2,2,1.30875576037,0.000905519844914
26,211,2,2,0.0552995391705,3.22248002062e-05
26,220,2,3,1.89861751152,0.000720320017903
26,221,2,2,2.02764976959,0.00157178783722
26,236,2,2,0.976958525346,0.000293690822711
26,245,2,2,1.67741935484,0.00122826908541
26,251,2,3,3.42857142857,0.00642449238579
26,269,2,2,0.036866359447,2.14334705075e-05
26,272,2,3,0.497695852535,0.000153562653563
26,296,2,3,0.129032258064,3.79477838494e-05
26,321,2,3,1.34562211982,0.000363004507244
26,330,2,3,2.10138248848,0.000824652777778
26,340,2,2,0.0921658986175,5.39583872917e-05
26,343,2,4,3.79723502304,0.0140980959694
26,346,2,4,3.72350230415,0.0100317510998
26,361,2,2,0.165898617512,9.80392156863e-05
26,362,2,2,0.036866359447,2.14334705075e-05
26,374,2,3,4.20276497696,0.00256202804746
26,379,2,2,3.28110599078,0.00952192049238
26,385,2,2,0.405529953917,0.00024721323265
26,390,2,3,0.350230414747,0.000105755138885
26,392,2,2,0.036866359447,2.14334705075e-05
26,396,2,4,0.663594470046,0.000139586823004
26,397,2,3,4.18433179724,0.00696903935185
26,403,2,2,0.165898617512,9.80392156863e-05
26,417,2,2,0.036866359447,2.14334705075e-05
26,445,2,3,0.0737327188941,2.1533161068e-05
26,446,2,2,0.036866359447,2.14334705075e-05
26,464,2,2,1.58525345622,0.00114410387399
26,465,2,2,0.036866359447,2.14334705075e-05
27,26,2,2,0.847926267281,0.000548873615884
27,34,2,2,1.93548387097,0.000420215150157
27,35,2,2,3.39170506912,0.00222641692077
27,39,2,2,1.27188940092,0.000825220656828
27,44,2,3,82.4331797235,0.17428115195
27,45,2,3,32.1843317972,0.0893303154348
27,47,2,2,1.27188940092,0.000825220656828
27,48,2,2,1.27188940092,0.000825220656828
27,50,2,4,35.7603686636,0.0666068314169
27,51,2,3,151.834101382,0.353805078589
27,52,2,2,6.72811059908,0.0230917920617
27,53,2,3,8.47926267281,0.0028636884307
27,59,2,3,1.69585253456,0.000551426516423
27,61,2,2,12.2949308756,0.008489245259
27,68,2,2,8.90322580645,0.00602830683208
27,69,2,2,38.4884792627,0.178527849892
27,71,2,2,82.4331797235,0.34841592129
27,76,2,2,0.847926267281,0.000548873615884
27,89,2,2,83.7050691244,0.393477965103
27,95,2,2,7.15207373272,0.0390499194847
27,121,2,2,1.27188940092,0.000825220656828
27,126,2,3,10.4147465438,0.00281400588567
27,129,2,2,0.847926267281,0.000548873615884
27,133,2,2,1.27188940092,0.000825220656828
27,148,2,2,0.847926267281,0.000548873615884
27,149,2,2,14.7834101382,0.00307798991243
27,154,2,2,0.847926267281,0.000548873615884
27,158,2,2,0.847926267281,0.000548873615884
27,170,2,2,1.27188940092,0.000825220656828
27,187,2,2,38.7649769585,0.0245552309181
27,192,2,2,0.847926267281,0.000548873615884
27,199,2,2,8.42396313364,0.000994014202006
27,200,2,3,66.0092165899,0.108692971376
27,203,2,2,82.0092165899,0.335225411879
27,205,2,2,49.8986175115,0.0637209103659
27,211,2,2,1.27188940092,0.000825220656828
27,220,2,3,39.668202765,0.0152263500125
27,221,2,2,33.3640552995,0.0206010752477
27,236,2,2,30.4700460829,0.0138295652903
27,245,2,2,34.5806451613,0.0252697293102
27,251,2,3,79.0414746544,0.15332634065
27,269,2,2,7.15207373272,0.0390499194847
27,272,2,3,7.44700460829,0.00185395323285
27,296,2,3,2.96774193548,0.000971776237958
27,321,2,3,18.9493087558,0.00332212389315
27,330,2,3,44.331797235,0.0177699506922
27,340,2,2,2.1198156682,0.0013817797323
27,343,2,4,5.99078341014,0.00356906606464
27,346,2,4,40.9769585253,0.0505538428849
27,361,2,2,32.1843317972,0.178618925831
27,362,2,2,0.847926267281,0.000548873615884
27,374,2,3,8.66359447005,0.000755431716171
27,379,2,2,79.465437788,0.270373907195
27,385,2,2,10.6728110599,0.00828910545182
27,390,2,3,7.63133640553,0.00265862894112
27,392,2,2,0.847926267281,0.000548873615884
27,396,2,4,10.4147465438,0.00477206741912
27,397,2,3,92.2396313364,0.190261987177
27,403,2,2,3.81566820276,0.00251061249242
27,417,2,2,0.847926267281,0.000548873615884
27,445,2,3,1.69585253456,0.000551426516423
27,446,2,2,0.847926267281,0.000548873615884
27,464,2,2,28.4608294931,0.0178520186083
27,465,2,2,3.15207373272,0.00758488346033
34,26,2,2,0.258064516129,0.000154320987654
34,27,2,2,1.93548387097,0.000420215150157
34,35,2,2,1.03225806452,0.000625978090767
34,39,2,2,0.387096774194,0.000232018561485
34,44,2,3,4.38709677419,0.00141666666667
34,45,2,3,2.45161290323,0.000763052208835
34,47,2,2,0.387096774194,0.000232018561485
34,48,2,2,0.387096774194,0.000232018561485
34,50,2,4,3.74193548387,0.0111139523431
34,51,2,3,3.87096774194,0.000701709591226
34,52,2,2,0.387096774194,0.000232018561485
34,53,2,3,2.58064516129,0.000805152979066
34,59,2,3,0.516129032258,0.00015503875969
34,61,2,2,3.74193548387,0.00238683127572
34,68,2,2,2.70967741935,0.00169491525424
34,69,2,2,1.67741935484,0.00102929532858
34,71,2,2,4.12903225806,0.00265339966833
34,76,2,2,0.258064516129,0.000154320987654
34,89,2,2,3.74193548387,0.00238683127572
34,95,2,2,0.258064516129,0.000154320987654
34,121,2,2,0.387096774194,0.000232018561485
34,126,2,3,21.935483871,0.0103221515277
34,129,2,2,0.258064516129,0.000154320987654
34,133,2,2,0.387096774194,0.000232018561485
34,148,2,2,0.258064516129,0.000154320987654
34,149,2,2,25.935483871,0.0287553648069
34,154,2,2,0.258064516129,0.000154320987654
34,158,2,2,0.258064516129,0.000154320987654
34,170,2,2,0.387096774194,0.000232018561485
34,187,2,2,17.4193548387,0.0150501672241
34,192,2,2,0.258064516129,0.000154320987654
34,199,2,2,27.8709677419,0.0330275229358
34,200,2,3,0.516129032258,8.29997070599e-05
34,203,2,2,4.25806451613,0.00274314214464
34,205,2,2,5.16129032258,0.00206934906039
34,211,2,2,11.6129032258,0.208816705336
34,220,2,3,13.2903225806,0.0051863041289
34,221,2,2,10.1935483871,0.00583707444819
34,236,2,2,21.1612903226,0.0202469135802
34,245,2,2,11.7419354839,0.00884353741497
34,251,2,3,5.16129032258,0.00169204737733
34,269,2,2,0.258064516129,0.000154320987654
34,272,2,3,36.5161290323,0.287791653581
34,296,2,3,0.903225806452,0.000273224043716
34,321,2,3,37.2903225806,0.160561309664
34,330,2,3,14.7096774194,0.0059375
34,340,2,2,0.645161290323,0.0003885003885
34,343,2,4,37.1612903226,0.101708094189
34,346,2,4,3.61290322581,0.000766283524904
34,361,2,2,1.16129032258,0.000705882352941
34,362,2,2,0.258064516129,0.000154320987654
34,374,2,3,29.4193548387,0.0184466019417
34,379,2,2,5.03225806452,0.00329113924051
34,385,2,2,37.1612903226,0.305030891439
34,390,2,3,30.4516129032,0.0198653198653
34,392,2,2,0.258064516129,0.000154320987654
34,396,2,4,4.64516129032,0.00100502512563
34,397,2,3,33.4193548387,0.0246666666667
34,403,2,2,1.16129032258,0.000705882352941
34,417,2,2,0.258064516129,0.000154320987654
34,445,2,3,0.516129032258,0.00015503875969
34,446,2,2,0.258064516129,0.000154320987654
34,464,2,2,40.9032258065,0.111923059788
34,465,2,2,0.258064516129,0.000154320987654
35,26,2,2,0.147465437788,8.69414014954e-05
35,27,2,2,3.39170506912,0.00222641692077
35,34,2,2,1.03225806452,0.000625978090767
35,39,2,2,0.221198156682,0.000130714682527
35,44,2,3,2.5069124424,0.000798122065728
35,45,2,3,1.40092165899,0.000429888568358
35,47,2,2,0.221198156682,0.000130714682527
35,48,2,2,0.221198156682,0.000130714682527
35,50,2,4,1.10599078341,0.000224097168532
35,51,2,3,4.49769585253,0.00153557628164
35,52,2,2,0.221198156682,0.000130714682527
35,53,2,3,6.67281105991,0.0102968859858
35,59,2,3,7.85253456221,0.123288568621
35,61,2,2,2.13824884793,0.00134469367646
35,68,2,2,1.54838709677,0.000954881833373
35,69,2,2,0.958525345622,0.000579884692159
35,71,2,2,2.35944700461,0.00149487305258
35,76,2,2,0.147465437788,8.69414014954e-05
35,89,2,2,2.13824884793,0.00134469367646
35,95,2,2,0.147465437788,8.69414014954e-05
35,121,2,2,0.221198156682,0.000130714682527
35,126,2,3,6.8202764977,0.00197344535978
35,129,2,2,0.147465437788,8.69414014954e-05
